Approach,Expansions,Goal Tests,New Nodes,Min Solutions,Time Elapsed,Problem Number,Solutions
breadth_first_search,14491,17947,128184,12,103.60231426701648,3,"Load(C2, P2, JFK) >> Load(C1, P1, SFO) >> Fly(P2, JFK, ORD) >> Load(C4, P2, ORD) >> Fly(P2, ORD, SFO) >> Unload(C2, P2, SFO) >> Unload(C4, P2, SFO) >> Fly(P1, SFO, ATL) >> Load(C3, P1, ATL) >> Fly(P1, ATL, JFK) >> Unload(C1, P1, JFK) >> Unload(C3, P1, JFK) >> "
