Approach,Expansions,Goal Tests,New Nodes,Min Solutions,Time Elapsed,Problem Number,Solutions
breadth_first_search,3346,4612,30534,9,13.400964973989176,2,"Load(C1, P1, SFO) >> Load(C2, P2, JFK) >> Load(C3, P3, ATL) >> Fly(P1, SFO, JFK) >> Unload(C1, P1, JFK) >> Fly(P2, JFK, SFO) >> Unload(C2, P2, SFO) >> Fly(P3, ATL, SFO) >> Unload(C3, P3, SFO) >> "
